filename,page_number,chunk_number,chunk
VB.NET_CODING_IN_UIPATH.pdf,31,4,ample project: https ://drive.google.co
VB.NET_CODING_IN_UIPATH.pdf,31,5,m/open?id=1uRdAHkqWojMstGQ562FWF3oqaBtdcmLJ
VB.NET_CODING_IN_UIPATH.pdf,32,1,28 | P a g e C l i c k t o fo l l o w 2.10 How to Reverse a DataTable We may come across situations where we need to process the records 
VB.NET_CODING_IN_UIPATH.pdf,32,2,available in excel or a data table in reverse. So let’s explore how to do that in UiPath!!! dt_Reverse = dt_Original.AsEnumerable.Reverse
VB.NET_CODING_IN_UIPATH.pdf,32,3,.CopyToDataTable Note: 1. Simply replace the “dt_Original” with your required “ DataTable” Implementation with UiPath Let us implement a 
VB.NET_CODING_IN_UIPATH.pdf,32,4,workflow which takes a sample data table as input and outputs the reverse of it. Step 1: Drag a “Build Data Table” activity into the desi
VB.NET_CODING_IN_UIPATH.pdf,32,5,gn panel and populate it with some sample data. Step 2: Drag “ Assign” activity into the design panel and fill it with above -mentioned code.
VB.NET_CODING_IN_UIPATH.pdf,33,1,29 | P a g e C l i c k t o fo l l o w Step 3: Drag “Output Data Table” activit
VB.NET_CODING_IN_UIPATH.pdf,33,2,y into the design panel and convert Datatable to String type. Step 4: Drag “Me
VB.NET_CODING_IN_UIPATH.pdf,33,3,ssage Box” activity into the design panel to dis play the reversed data table.
VB.NET_CODING_IN_UIPATH.pdf,33,4," Step 5: Finally, we run the project. Click the link below to download the exa"
VB.NET_CODING_IN_UIPATH.pdf,33,5,mple project: https://drive.google.com/open?id=1V4KvRcwonDDzUd6lhcNS -DP-uyRElFMh
VB.NET_CODING_IN_UIPATH.pdf,34,1,30 | P a g e C l i c k t o fo l l o w 2.11 How to Remove Duplicates from a Datatable Sometimes a data table will contain duplicate records which you want to remove to only keep unique records.
VB.NET_CODING_IN_UIPATH.pdf,34,2, We can use the below LINQ query to achieve it . dataTable new_dt = old_dt.AsEnumerable().GroupBy(Function(i) i.Field(Of String)(“ ColumnWithDuplic ate”)).Select(Function(g) g.First).CopyToDat
VB.NET_CODING_IN_UIPATH.pdf,34,3,aTable Note: This is u seful when we are removing duplicates with respect to some “Column” name . Simply replace the “ColumnWithDuplic ate” with your required column name OR We can use the sim
VB.NET_CODING_IN_UIPATH.pdf,34,4,ple DefaultView Code too… dataTable new_dt = old_dt.DefaultView.ToTable(True) Note: Useful when we are removing duplicates with respect to every “Column” Implementation with UiPath Assume we h
VB.NET_CODING_IN_UIPATH.pdf,34,5,"ave sample data, which includes information about 3 customers . Step 1: Drag a “Build Data Table” activity into the design panel Step 2: Populate the “Build Data Table” activity with sample data"
VB.NET_CODING_IN_UIPATH.pdf,35,1,31 | P a g e C l i c k t o fo l l o w Step 3: Create a variable of DataTable type with some name and supply it to the Output property of “
VB.NET_CODING_IN_UIPATH.pdf,35,2,Build Data Table” activity Step 4: Drag “Assign” activity into the design panel and in the ‘Value ’ property of that activity use the abov
VB.NET_CODING_IN_UIPATH.pdf,35,3,e code with the assigned column name. Note: Here we are using the “Name” column to remove the duplicates from the data table. Step 5: Drag
VB.NET_CODING_IN_UIPATH.pdf,35,4, an “Output Data Table” and “Message Box” activity into the design panel and supply the appropriate parameters to display the data. Step 6
VB.NET_CODING_IN_UIPATH.pdf,35,5,: Run the workflow . Click the link below to download the example project: https://drive.google.com/open?id=1eN9M1_usqzO_k5d_FNJQga2JBZtGRTWC
VB.NET_CODING_IN_UIPATH.pdf,36,1,"32 | P a g e C l i c k t o fo l l o w 2.12 How to Transpose a DataTable Some times while working with DataTables, we might need to convert"
VB.NET_CODING_IN_UIPATH.pdf,36,2, rows to column and vice versa. Implementation with UiPath Let us implement a workflow to convert rows to columns in a DataTable. Sample F
VB.NET_CODING_IN_UIPATH.pdf,36,3,"ile: Step 1: Drag a Workbook “Read Range ” activi ty into the design panel to read the input excel Step 2: Drag a “While “, “Add Data Colu"
VB.NET_CODING_IN_UIPATH.pdf,36,4,mn ” and “ Assign ” activities into the design panel to create dummy columns (Because here we are transposing the headers too) Step 3: Dra
VB.NET_CODING_IN_UIPATH.pdf,36,5,"g a “For Each Row “, “While “, “Add Data Row ” and “ Assign ” activities into the design panel and write the logic to convert rows to columns."
VB.NET_CODING_IN_UIPATH.pdf,37,1,33 | P a g e C l i c k t o fo l l o w Step 4: F
VB.NET_CODING_IN_UIPATH.pdf,37,2,"inally, execute the workflow to see the results"
VB.NET_CODING_IN_UIPATH.pdf,37,3, . Click the link below to download the example
VB.NET_CODING_IN_UIPATH.pdf,37,4, project: https://drive.google.com/drive/folder
VB.NET_CODING_IN_UIPATH.pdf,37,5,s/1ZmAYAl32LZlnFnz08JA -ZFlsGKza3ira?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,38,1,"34 | P a g e C l i c k t o fo l l o w 2.13 How to Compare Two Excel Files of the Same Format and Get Matched Data While dealing with data table operations, sometimes we might want to compare two data tables and get match ing data based on a single column . Use this expression: (From a In SourceDT.AsEnum"
VB.NET_CODING_IN_UIPATH.pdf,38,2,"erable Join b In Destination_Table.AsEnumerable On a(“Column_Name”).ToString Equals b(“Column_Name”).tostring Select a).CopyToDataTable. Select().CopyToDataTable().DefaultView.toTable(False, ” Column_Name_To_Output ”) Note: Replace SourceDT and DestinationDT with your required data tables and Column_Nam"
VB.NET_CODING_IN_UIPATH.pdf,38,3,e with your required column name that you want to find a match with and Column_Name_To_Output for the column you want to output which is the matched data. Implementation with UiPath Let us implement a workflow which takes two excel files as input and gives us matched data between those excel files as ou
VB.NET_CODING_IN_UIPATH.pdf,38,4,tput Step 1: Drag a “Read Range ” (here I have used workbook activity) activity and read excel file 1 (Source.xlsx) and set SourceDT as the output variable . Drag a “Read Range” (here I have used workbook activity) activity and read excel file 2 (Destination.xlsx) and set Destination_Table as the output
VB.NET_CODING_IN_UIPATH.pdf,38,5, variable . Step 2: Drag an “Assign ” activity into the design panel and enter the above -mentioned code. Note that we are looking for a match of the serial number “S.No” then we output the person’s “Name” in the Column_Name_To_Output property. Step 3: Drag a “Message Box ” activity to display the result.
VB.NET_CODING_IN_UIPATH.pdf,39,1,35 | P a g e C l i c k t o fo l l o w Note: Here I have used LINQ to display the DataTable instead of output Datatable Step 4: 
VB.NET_CODING_IN_UIPATH.pdf,39,2,"Execute the workflow . If you want to see the entire row as output, then don’t enter a value for the Column_Name_To_Output like"
VB.NET_CODING_IN_UIPATH.pdf,39,3," so: (From a In SourceDT.AsEnumerable Join b In Destination_Table.AsEnumerable On a(""S.No"").ToString Equals b(""S.No"").tostring "
VB.NET_CODING_IN_UIPATH.pdf,39,4,Select a).CopyToDataTabl e.Select().CopyToDataTable().DefaultView.toTable(True) Then the output will look like this: Click the 
VB.NET_CODING_IN_UIPATH.pdf,39,5,link below to download the example project: https://drive.google.com/drive/folders/1DXCDIIwAboBylG -UUOPw4CfojkNYemiu?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,40,1,36 | P a g e C l i c k t o fo l l o w 2.14 How to Find Common/Uncommon Rows Between Two Datatables Datat ables in programming are commonly used to store the collection of data in ro
VB.NET_CODING_IN_UIPATH.pdf,40,2,ws and columns . Sometimes we may need to find the common or uncommon records between the two DataTables . Common Value s: dt_CommonRows = dt1.AsEnumerable().Intersect (dt2.AsEnumer
VB.NET_CODING_IN_UIPATH.pdf,40,3,"able(),System.Data.DataRowComparer.Default).CopyToDataTable UnCommon Values : dt_UnCommonRows = dt1.AsEnumerable().Except(dt2.AsEnumerable(),System.Data.DataRowComparer.Default).Cop"
VB.NET_CODING_IN_UIPATH.pdf,40,4,yToDataTable Note: Replace dt1 and dt2 with your appropriate data tables. Implementation with UiPath Let us implement a workflow that takes a two -sample DataTables and displays the
VB.NET_CODING_IN_UIPATH.pdf,40,5, common and uncommon rows between them. Step 1: Drag “Build DataTable” activity into the design panel to build Sample DataTable 1 and initialize it with some sample data as shown below.
VB.NET_CODING_IN_UIPATH.pdf,41,1,37 | P a g e C l i c k t o fo l l o w Step 2: Drag “Build DataTable” activity into the design panel to build Sample DataTable 2 and initialize it with some sample data as
VB.NET_CODING_IN_UIPATH.pdf,41,2, shown below. Step 3: Drag an “Assign” activity into the design panel and use the below -mentioned code to find the COMMON rows between two DataTables. dt1.AsEnumerable()
VB.NET_CODING_IN_UIPATH.pdf,41,3,".Intersect (dt2.AsEnumerable(),System.Data.DataRowComparer.Default).CopyToDataTable And use “Output DataTable” and the “Message box” to display the result ing DataTabl e."
VB.NET_CODING_IN_UIPATH.pdf,41,4, Step 4: Drag another “Assign” activity into the design panel and use the below -mentioned code to find the UNCOMMON rows between two DataTables. dt1.AsEnumerable().Excep
VB.NET_CODING_IN_UIPATH.pdf,41,5,"t(dt2.AsEnumerable(),System.Data.DataRowComparer.Default).CopyToDataTable And use “Output DataTable” and the “Message box” activities to display the result ing DataTabl e."
VB.NET_CODING_IN_UIPATH.pdf,42,1,38 | P a g e C l i c k t o fo l l o w Step 4: Finall
VB.NET_CODING_IN_UIPATH.pdf,42,2,"y, execute the workflow to see the results . Common "
VB.NET_CODING_IN_UIPATH.pdf,42,3,Rows: Uncommon Rows: Click the link below to downloa
VB.NET_CODING_IN_UIPATH.pdf,42,4,d the example project: https://drive.google.com/driv
VB.NET_CODING_IN_UIPATH.pdf,42,5,e/folders/1imgyq_0upuBbqbrAAOzpqmTg3er3kaSp?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,43,1,39 | P a g e C l i c k t o fo l l o w 2.15 How to Include a HTML Table in Mail Body with Dynamic Values Sometimes we might need to send emails which
VB.NET_CODING_IN_UIPATH.pdf,43,2, contain tabular data . This HTML template can help you in inserting tabular structure inside the mail body. Implementation with UiPath In the Html 
VB.NET_CODING_IN_UIPATH.pdf,43,3,"Template file provided, Add the required number of “tags” for t he required number of rows inside the table. Step 1: Drag a “Read Text File ” activi"
VB.NET_CODING_IN_UIPATH.pdf,43,4,ty into the design panel and provide the html file path to it . Read the Html Content into a String Variable called UserData. Step 2: Drag an “Assig
VB.NET_CODING_IN_UIPATH.pdf,43,5,n ” activity into the design panel and use the Replace method to replace the “varXXX” values with the respective variables to pass the data dynamically.
VB.NET_CODING_IN_UIPATH.pdf,44,1,40 | P a g e C l i c k t o fo l l o w Step 3: Drag a “Send Out
VB.NET_CODING_IN_UIPATH.pdf,44,2,look Mail Message ” activity into the design panel and try to 
VB.NET_CODING_IN_UIPATH.pdf,44,3,"provide the required property fields i.e . SUBJECT, TOMAIL etc"
VB.NET_CODING_IN_UIPATH.pdf,44,4,. A long with the “UserData” Variable that we have with us fro
VB.NET_CODING_IN_UIPATH.pdf,44,5,m the above steps performed and check the property “IsBodyHtml”.
VB.NET_CODING_IN_UIPATH.pdf,45,1,41 | P a g e C l i c k t o fo l l o w This is what th
VB.NET_CODING_IN_UIPATH.pdf,45,2,e final flow looks like: Step 4: Run the bot and see 
VB.NET_CODING_IN_UIPATH.pdf,45,3,the output (sent mail): Click the link below to downl
VB.NET_CODING_IN_UIPATH.pdf,45,4,oad the example project: https://drive.google.com/dri
VB.NET_CODING_IN_UIPATH.pdf,45,5,ve/folders/11SCFz AuCOZGhmPYYUztrj7ttdFNZ3jQ_?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,46,1,"42 | P a g e C l i c k t o fo l l o w 3 File / Folder Operations 3.1 How to Get the Latest File from a Folder When we download a file from the browser or some other application, we might need to use the most recently downloaded file to proceed fu"
VB.NET_CODING_IN_UIPATH.pdf,46,2,"rther. So, how to get the latest file from a folder? String.Join(“”, Directory.GetFiles(our_FolderPath, ”*”,SearchOption.AllDirectories).OrderByDescending(Function(d) New FileInfo(d).CreationTime).Take(1) ) Note: 1. Replace our_FolderPath with yo"
VB.NET_CODING_IN_UIPATH.pdf,46,3,ur desired folder path 2. Replace “*” with your required file format “*.xl sx” or “*.pdf ” etc. If set to “*” it will read all file type s. Implementation with UiPath Let us implement a project to get the latest file from a folder . Step 1: Drag 
VB.NET_CODING_IN_UIPATH.pdf,46,4,an “Assign” activity into the design panel and supply the “Folder Path” to it. Here we use the relative path instead of the full path because the SampleFolder is in the same folder as our Main.xaml file. our_FolderPath = “SampleFolder” Step 2: Dr
VB.NET_CODING_IN_UIPATH.pdf,46,5,"ag a “Message Box” activity into the design panel and supply the below -mentioned code to it. String.Join(“”, Directory.GetFiles(our_FolderPath, ”*”,SearchOption.AllDirectories).OrderByDescending(Function(d) New FileInfo(d).CreationTime).Take(1) )"
VB.NET_CODING_IN_UIPATH.pdf,47,1,43 | P a g e C l i c k t o fo l l o w Step 3: Fina
VB.NET_CODING_IN_UIPATH.pdf,47,2,"lly, run the workflow to display the path of the l"
VB.NET_CODING_IN_UIPATH.pdf,47,3,atest file Click the link below to download the ex
VB.NET_CODING_IN_UIPATH.pdf,47,4,ample project: https://drive.google.com/drive/fold
VB.NET_CODING_IN_UIPATH.pdf,47,5,ers/1O44zFQNLP5q1O06Q_pXJu_rgiVKwaZMt?u sp=sharing
VB.NET_CODING_IN_UIPATH.pdf,48,1,"44 | P a g e C l i c k t o fo l l o w 3.2 How to Delete Multiple Files in a Folder While automating business processes, we deal with many files and mig"
VB.NET_CODING_IN_UIPATH.pdf,48,2,"ht perform few activities on them like deleting, moving or renaming. Let us see how to delete multiple files from a folder . Array.ForEach(Directory.Ge"
VB.NET_CODING_IN_UIPATH.pdf,48,3,"tFiles(our_DirectoryPath),Sub(x) File.Delete(x)) Note: Replace our_DirectoryPath with your desired folder path . This can be a full or relative path. I"
VB.NET_CODING_IN_UIPATH.pdf,48,4,mplementation with UiPath Let us implement a project to delete multiple files from a given folder . Step 1: Drag an “Assign” activity into the design p
VB.NET_CODING_IN_UIPATH.pdf,48,5,anel and supply the “Folder Path” to it. Step 2: Drag “If” activity to check if the folder contains any files. Directory.GetFiles(DirectoryPath).Count > 0
VB.NET_CODING_IN_UIPATH.pdf,49,1,"45 | P a g e C l i c k t o fo l l o w Step 3: Drag an “Invoke Code” activity, add the b"
VB.NET_CODING_IN_UIPATH.pdf,49,2,elow -mentioned code to it to and pass the folder’s Path from which we have to delete t
VB.NET_CODING_IN_UIPATH.pdf,49,3,"he files. Array.ForEach(Directory.GetFiles( DirectoryPath),Sub(x) File.Delete(x)) Note "
VB.NET_CODING_IN_UIPATH.pdf,49,4,this above expression in the Invoke Code activity is the same as doing this: Step 4: No
VB.NET_CODING_IN_UIPATH.pdf,49,5,"w, execute the workflow to find the result . The OurFolder folder will be empty. Before:"
VB.NET_CODING_IN_UIPATH.pdf,50,1,46 | P a g e C l i c k t o fo l l o 
VB.NET_CODING_IN_UIPATH.pdf,50,2,w After: Click the link below to dow
VB.NET_CODING_IN_UIPATH.pdf,50,3,nload the example project: https://d
VB.NET_CODING_IN_UIPATH.pdf,50,4,rive.google.com/drive/folders/1Bov66
VB.NET_CODING_IN_UIPATH.pdf,50,5,E67ZQs -7Y8h1dOrGtjUhyWbchor?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,51,1,"47 | P a g e C l i c k t o fo l l o w 3.3 How to Get Specific Type s of Files from a Folder File management is inevitable in business processes automations. We might want to copy, move , delete or process files based on few conditions . Let’s see how to get specific type of files fr"
VB.NET_CODING_IN_UIPATH.pdf,51,2,"om a folder myList = Directory.GetFiles(folderPath, “*.elsx”,System.IO.SearchOption.AllDirectories) Note: 1. folderPath is the folder path where you have your files 2. myList is the variable containing your required files (this is a string list of file paths) 3. Replace “*. xlsx” wi"
VB.NET_CODING_IN_UIPATH.pdf,51,3,"th your desired extension . Another example “*.pdf” . You can Even set it to contain a part of a file name. For example, “Invoce -2020 -09-*.pdf”. This will get all pdf files for all days in September 2020. Implementation with UiPath Let us implement a workflow which displays the na"
VB.NET_CODING_IN_UIPATH.pdf,51,4,"mes of prespecified files (i.e. .xlsx extension files) from a folder. Step 1: Drag “Assign” activity into the design panel and populate it with your folder path , here we use the relative file path to MyFolder : “MyFolder” Step 2: Drag an “Assign” activity into the design panel and "
VB.NET_CODING_IN_UIPATH.pdf,51,5,"populate it with above -mentioned code “Directory.GetFiles(folderPath, ”*.xlsx”,System.IO.SearchOption.AllDirectories)” Step 3: Drag a “For Each” activity into the design panel and pass the above “ filesList ” variable to it. Set the type argument in the properties panel to a String."
VB.NET_CODING_IN_UIPATH.pdf,52,1,48 | P a g e C l i c k t o fo l l o w Step 4: Drag “Message Box” activit
VB.NET_CODING_IN_UIPATH.pdf,52,2,y into the For Each activity and pass the “ item” value into it. Step 5:
VB.NET_CODING_IN_UIPATH.pdf,52,3," When we run it, we can see the file names of . xlsx extension being dis"
VB.NET_CODING_IN_UIPATH.pdf,52,4,played. Click the link below to download the example project: https://dr
VB.NET_CODING_IN_UIPATH.pdf,52,5,ive.google.com/drive/folders/1OhaftBlK1Z -6Eigp256cachh1Jw4CpvU?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,53,1,49 | P a g e C l i c k t o fo l l o w 4 Text and List Manipulations 4.1 How to Read / Write to a Text File Let’s see how to read and write to Text file . This is useful for storing and editing text. 
VB.NET_CODING_IN_UIPATH.pdf,53,2,"Implementation with UiPath Let us implement a workflow to write the data to a text file, then read data from it and then again append some text to it. Different Text file Operations: 1. Writing data "
VB.NET_CODING_IN_UIPATH.pdf,53,3,to a text file 2. Reading data from a text file 3. Appe nding data to a n existing text file Step 1: Drag “ Input Dialog ” activity into the design panel and create a variable to store the user -prov
VB.NET_CODING_IN_UIPATH.pdf,53,4,"ided value. Step 2: Drag “ Write Text File ” activity to write the data provided by the user to a text file. (If the supplied .txt file is not available in the directory, the activity will create a n"
VB.NET_CODING_IN_UIPATH.pdf,53,5,ew file with that name) Step 3: Drag “ Read Text File ” activity to read the data from the provided text file. Step 4: Drag “ Message Box ” activity to display the text o btained from the above step.
VB.NET_CODING_IN_UIPATH.pdf,54,1,50 | P a g e C l i c k t o fo l l o w Step 4: Drag “ Append Line ” activity into the design panel to append the text to a
VB.NET_CODING_IN_UIPATH.pdf,54,2,n existing text file and pass the inputs i.e. data that is to be appended and text file’s path. When we use “Append Line”
VB.NET_CODING_IN_UIPATH.pdf,54,3," activity, it will not overwrite the text file data but instead, it will write the new data from the next new line unlike"
VB.NET_CODING_IN_UIPATH.pdf,54,4," “Write Text File” . Step 5: Finally, execute the workflow and observe the output in the SampleFile.txt Click the link be"
VB.NET_CODING_IN_UIPATH.pdf,54,5,low to download the example project: https://drive.google.com/drive/folders/1jbl6Ztcwx_JEcdJZoRb1V -zCmWS7M9aQ?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,55,1,"51 | P a g e C l i c k t o fo l l o w 4.2 How to Define a Dictionary, Add Items To a Dictionary and Access Items From a Dictionary What is a Dictionary? In general, a Dictionary is a collection of key and value pairs , where “"
VB.NET_CODING_IN_UIPATH.pdf,55,2,"Key” is equivalent to Words and “Value” is equivalent to Meanings/Definitions. The Dictionary<TKey, TValue> is a generic collection class available in the System.Collection.Generics namespace. Here “TKey” denotes the type of k"
VB.NET_CODING_IN_UIPATH.pdf,55,3,"ey and “TValue” is the type of TValue. For example , a Country Capital dictionary in VB.NET would look like this: {{“South Africa”, “Pretoria”},{“USA”,“Washington DC”}} Implementation with UiPath Major Steps That We Will Imple"
VB.NET_CODING_IN_UIPATH.pdf,55,4,ment: 1. Defining a Dictionary 2. Adding items to the Dictionary 3. Accessing items from the Dictionary Step 1: Drag “ Assign ” activity into the design panel and define the dictionary. my_Dictionary = new Dictionary(Of String
VB.NET_CODING_IN_UIPATH.pdf,55,5,", String) Here my_Dictionary is of System.Collection.Generics.Dictionary<String, String> type Step 2: Drag “ Invoke Method ” activity into the design panel to add items to the Dictionary. Example: Key: South Africa Value: Pretoria"
VB.NET_CODING_IN_UIPATH.pdf,56,1,52 | P a g e C l i c k t o fo l l o w Click “Parameters” in the prop
VB.NET_CODING_IN_UIPATH.pdf,56,2,erties panel of the Invoke Method activity. Step 3: Another way of a
VB.NET_CODING_IN_UIPATH.pdf,56,3,dding Dictionary items is by using Microsoft. Activities.Extensions 
VB.NET_CODING_IN_UIPATH.pdf,56,4,package. Drag “ Add to dictionary ” activity into the design panel t
VB.NET_CODING_IN_UIPATH.pdf,56,5,"o add items to the Dictionary. Example: Key: USA Value: Washington, D.C"
VB.NET_CODING_IN_UIPATH.pdf,57,1,53 | P a g e C l i c k t o fo l l o w Step 4: Drag “ Message Box ” activity to display the fir
VB.NET_CODING_IN_UIPATH.pdf,57,2,st added Key and Value pair i.e. Find the Value of the Key “ South Africa ” Step 5: Drag “ Mes
VB.NET_CODING_IN_UIPATH.pdf,57,3,sage Box ” activity to display the second added Key and Value pair. i.e. Find the Value of the
VB.NET_CODING_IN_UIPATH.pdf,57,4," Key “USA” Step 6: Finally, execute the workflow . Click the link below to download the exampl"
VB.NET_CODING_IN_UIPATH.pdf,57,5,e project: https://drive.google.com/drive/folders/1jbl6Ztcwx_JEcdJZoRb1V -zCmWS7M9aQ?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,58,1,"54 | P a g e C l i c k t o fo l l o w 4.3 How to Use Regular Expressions (Regex) A regular expression is a sequence of characters that define a search pattern. Usually such patterns are used by string searching algorithms for ""find"" or ""find and replace"" operations on strings, or for in"
VB.NET_CODING_IN_UIPATH.pdf,58,2,"put validation for online forms. We write a pattern that will match our requirement in a body of text. For example we can write a Regex expression for an email address, phone number, social security number, zip code or any other piece string which follows a pattern . Implementa tion wit"
VB.NET_CODING_IN_UIPATH.pdf,58,3,h UiPath Let us implement a workflow to extract a “email address “ from a given text using Regular Expressions. Major steps that we will implement: 1. Check if the given text contains any email id? 2. Find all the matches 3. Extract the URLs from the email id. Step 1: Drag an “Assign ” 
VB.NET_CODING_IN_UIPATH.pdf,58,4,"activity into the design panel and supply sample data to it. i.e. ""My email address is leon@futurerpa.com and my other email is leon@completerpabootcamp.com ” Step 2: Drag “ Is Match ” activity into the design panel to find if the sample data contains any email addresses in it and suppl"
VB.NET_CODING_IN_UIPATH.pdf,58,5,"y the required parameters. The output of this activity is a Boolean. Note: The r egular expression for an email address is “([a -zA-Z0-9_\-\.]+)@([a -zA-Z0-9_\-\.]+)\.([a-zA-Z]{2,5})” I found this on Google but you can also generate Regex expressions yourself from scratch using the RegEx"
VB.NET_CODING_IN_UIPATH.pdf,59,1,55 | P a 
VB.NET_CODING_IN_UIPATH.pdf,59,2,g e C l i
VB.NET_CODING_IN_UIPATH.pdf,59,3, c k t o 
VB.NET_CODING_IN_UIPATH.pdf,59,4,fo l l o 
VB.NET_CODING_IN_UIPATH.pdf,59,5,w Builder:
VB.NET_CODING_IN_UIPATH.pdf,60,1,56 | P a g e C l i c k t o fo l l o w Step 3: Drag an “If” activity into the design pa
VB.NET_CODING_IN_UIPATH.pdf,60,2,nel to check if we found any matches through the above activity Step 4: Drag a “Matche
VB.NET_CODING_IN_UIPATH.pdf,60,3,s ” activity into the design panel to find all the email matches and supply the requir
VB.NET_CODING_IN_UIPATH.pdf,60,4,ed parameters. The Result is a list of matches. Step 5: Drag a “ For Each ” activity t
VB.NET_CODING_IN_UIPATH.pdf,60,5,o loop through each match. Set the Type Argument to System.Text.RegularExpressions.Match
VB.NET_CODING_IN_UIPATH.pdf,61,1,57 | P a g e C l i c k t o fo l l o w Step 6: Drag a “Message Box ” activity into the bod
VB.NET_CODING_IN_UIPATH.pdf,61,2,y of the For Each activity to display each match in the list. Step 7: Drag a “Replace ” a
VB.NET_CODING_IN_UIPATH.pdf,61,3,ctivity to extract the URL from the above -fetched email id and pass the mandatory fields
VB.NET_CODING_IN_UIPATH.pdf,61,4," Note that we replace the username part of the email which follow the Regex ""([a -zA-Z0-9"
VB.NET_CODING_IN_UIPATH.pdf,61,5,"_\-\.]+)@"" with a blank string “” This will leave just the URL part of t he email address."
VB.NET_CODING_IN_UIPATH.pdf,62,1,58 | P a g e C l i c k t o fo l l o w Step 7: Drag another “Message Box ” activity to display the UR
VB.NET_CODING_IN_UIPATH.pdf,62,2,"L. Step 8: Finally, execute the workflow and see the output of email and URL. Confused about writing"
VB.NET_CODING_IN_UIPATH.pdf,62,3, a R egular Expression ? Click here for a Regex playlist on YouTube (highly recommend) and click her
VB.NET_CODING_IN_UIPATH.pdf,62,4,e for a great website to experiment with Regex expression s. Click the link below to download the ex
VB.NET_CODING_IN_UIPATH.pdf,62,5,ample project: https://drive.google.com/drive/folders/1jbl6 Ztcwx_JEcdJZoRb1V -zCmWS7M9aQ?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,63,1,"59 | P a g e C l i c k t o fo l l o w 4.4 How to Initialize, Add and Removed Items from a List Sometimes when we work with a List, we may need to initialize"
VB.NET_CODING_IN_UIPATH.pdf,63,2, them. We use lists when the number of items in the list is undefined (as opposed to an array which has a fixed length). We are able to add and remove items
VB.NET_CODING_IN_UIPATH.pdf,63,3, from a list. Major steps that we will implement: 1. Initialize list 2. Add item to list 3. Remove item from list Implementation with UiPath Step 1: Initial
VB.NET_CODING_IN_UIPATH.pdf,63,4,"ize List my_List = new List(of string)(new string(){ “value1 ”, “value2” }) Note: Create a List with your required DataType , i.e. string, Int, boolean…. Fi"
VB.NET_CODING_IN_UIPATH.pdf,63,5,rst we initialise the list and add the three primary colours to the list Set the Variable Type to an I Collection <string> which is basically a list of strings.
VB.NET_CODING_IN_UIPATH.pdf,64,1,60 | P a g e C l i c k t o fo l l o w Step 2: Add 
VB.NET_CODING_IN_UIPATH.pdf,64,2,item to list Next we add the colour “orange” to th
VB.NET_CODING_IN_UIPATH.pdf,64,3,e list with an Invoke Method activity using the Ad
VB.NET_CODING_IN_UIPATH.pdf,64,4,d method We could also add items using the “Add to
VB.NET_CODING_IN_UIPATH.pdf,64,5, Collection” activity from the Statements library.
VB.NET_CODING_IN_UIPATH.pdf,65,1,61 | P a g e C l i c k t o fo l l o w Step 3: Remove item from list using “Remove From Collecti
VB.NET_CODING_IN_UIPATH.pdf,65,2,on” activity. Write the final list to the output panel using a “For Each ” set up like this: St
VB.NET_CODING_IN_UIPATH.pdf,65,3,"ep 4: Finally, the output . We started with blue, red and yellow. Then added orange and removed"
VB.NET_CODING_IN_UIPATH.pdf,65,4," red. We are then left with blue, yellow and orange. Click the link below to download the examp"
VB.NET_CODING_IN_UIPATH.pdf,65,5,le project: https://drive.google.com/drive/folders/1tPs_fu4Jsmf0fffUjq33MVZ5ZRzf2xXN?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,66,1,"62 | P a g e C l i c k t o fo l l o w 4.5 How to Trim / Clean a String There is always a possibility of extra spaces being added to the text by mistake, which needs to be handled before performing any operations"
VB.NET_CODING_IN_UIPATH.pdf,66,2, on the data. The TRIM() method of string can be used and it removes (or deletes) all leading and trailing white -space characters from the current String. To remove the all leading and trailing white -spac e ch
VB.NET_CODING_IN_UIPATH.pdf,66,3,aracters : our_String.Trim To remove the all leading white -space characters : our_String.TrimStart To remove the all trailing white -space characters : our_String.TrimEnd Note: Replace our_String with your stri
VB.NET_CODING_IN_UIPATH.pdf,66,4,ng variable Implementation with UiPath Let us implement a workflow which takes input from the user and displays the text by removing the extra spaces in it as per the method used. Step 1: Drag three “Assign ” ac
VB.NET_CODING_IN_UIPATH.pdf,66,5,tivit ies into the design panel and add the following sample string Step 2: Drag “Write Line ” activity into the design panel and use TRIM method to remove all leading and trailing white -space characters if any.
VB.NET_CODING_IN_UIPATH.pdf,67,1,63 | P a g e C l i c k t o fo l l o w Step 3: Use another “Write Line ” activity and use TRIMSTART met
VB.NET_CODING_IN_UIPATH.pdf,67,2,hod to remove all leading white -space characters if any. Step 4: Use one more “Write Line ” activity 
VB.NET_CODING_IN_UIPATH.pdf,67,3,"and use TRIMEND method to remove all trailing white -space characters if any. Step 5: Now, execute the"
